,time,x,z
151,1707475060.1066878,-10.0,0.0
152,1707475195.2470303,0.0,0.0
153,1707475206.319531,-10.0,0.0
154,1707475228.4000373,0.0,50.0
155,1707475273.5180042,0.0,0.0
156,1707475284.565769,10.0,0.0
157,1707475395.1186805,0.0,450.0
158,1707475451.280333,0.0,-50.0
159,1707475462.3400314,-10.0,0.0
160,1707476519.5576587,0.0,-100.0
161,1707476530.6126196,10.0,0.0
162,1707476574.8206108,0.0,150.0
163,1707476653.1096907,0.0,-150.0
164,1707476664.1672332,10.0,0.0
165,1707476708.3707383,0.0,150.0
166,1707476797.7058566,0.0,-200.0
167,1707476808.7668633,10.0,0.0
168,1707476852.9742615,0.0,150.0
169,1707476942.3193972,0.0,-200.0
170,1707476953.3853166,10.0,0.0
171,1707476997.5827897,0.0,150.0
172,1707477075.8746753,0.0,-150.0
173,1707477086.929244,10.0,0.0
174,1707477120.0795002,0.0,100.0
175,1707477198.404943,0.0,-150.0
176,1707477209.4595318,-10.0,0.0
177,1707477253.6492603,0.0,150.0
178,1707477342.9933987,0.0,-200.0
179,1707477354.0586898,10.0,0.0
180,1707477398.2636838,0.0,150.0
181,1707477508.7786853,0.0,-150.0
182,1707477519.851327,-10.0,0.0
183,1707477564.0480597,0.0,150.0
184,1707477653.4007177,0.0,-200.0
185,1707477664.4669757,10.0,0.0
186,1707477708.6515467,0.0,150.0
187,1707477797.994856,0.0,-200.0
188,1707477809.0411692,-10.0,0.0
189,1707477853.2226882,0.0,150.0
190,1707477942.5340602,0.0,-200.0
191,1707477953.5903401,10.0,0.0
192,1707477997.747131,0.0,150.0
193,1707478076.0476465,0.0,-150.0
194,1707478087.0911973,-10.0,0.0
195,1707478120.2129142,0.0,100.0
196,1707478198.491454,0.0,-150.0
197,1707478209.5457056,10.0,0.0
198,1707478253.7386472,0.0,150.0
199,1707478343.0838408,0.0,-200.0
200,1707478354.139691,-10.0,0.0
201,1707478398.3303282,0.0,150.0
202,1707478487.6395721,0.0,-200.0
203,1707478498.682083,10.0,0.0
204,1707478542.869739,0.0,150.0
205,1707478621.1542609,0.0,-150.0
206,1707478632.2156842,-10.0,0.0
207,1707478676.388936,0.0,150.0
208,1707478765.7340817,0.0,-200.0
209,1707478776.801739,10.0,0.0
210,1707478820.9896286,0.0,150.0
211,1707478910.3076913,0.0,-200.0
212,1707478921.3586583,-10.0,0.0
213,1707478965.55297,0.0,150.0
214,1707479054.8880289,0.0,-200.0
215,1707479065.9435632,10.0,0.0
216,1707479110.1222847,0.0,150.0
217,1707479199.446686,0.0,-200.0
218,1707479210.4930928,-10.0,0.0
219,1707479254.691013,0.0,150.0
220,1707479332.9721856,0.0,-150.0
221,1707479344.0293293,10.0,0.0
222,1707479377.1423836,0.0,100.0
223,1707479455.413766,0.0,-150.0
224,1707479466.4773877,-10.0,0.0
225,1707479510.6497412,0.0,150.0
226,1707479599.9508195,0.0,-200.0
227,1707479611.0123923,10.0,0.0
228,1707479655.1640308,0.0,150.0
229,1707479733.4059217,0.0,-150.0
230,1707479744.450318,-10.0,0.0
231,1707479777.5658758,0.0,100.0
232,1707479855.8319955,0.0,-150.0
233,1707479866.8827794,10.0,0.0
234,1707479911.0716329,0.0,150.0
235,1707480000.3920155,0.0,-200.0
236,1707480011.4380698,-10.0,0.0
237,1707480055.6224608,0.0,150.0
238,1707480144.9104645,0.0,-200.0
239,1707480155.9612849,10.0,0.0
240,1707480200.1642876,0.0,150.0
241,1707480289.486448,0.0,-200.0
242,1707480300.53635,-10.0,0.0
243,1707480344.7307472,0.0,150.0
244,1707480434.0527585,0.0,-200.0
245,1707480445.1158545,10.0,0.0
246,1707480489.2858152,0.0,150.0
247,1707480567.5270047,0.0,-150.0
248,1707480578.5787122,-10.0,0.0
249,1707480611.6976514,0.0,100.0
250,1707480667.86549,0.0,-50.0
251,1707480678.9136279,10.0,0.0
252,1707480701.0006661,0.0,50.0
253,1707480779.3088324,0.0,-150.0
254,1707480790.3776112,-10.0,0.0
255,1707480823.513657,0.0,100.0
256,1707480879.6720607,0.0,-50.0
257,1707480890.7270238,10.0,0.0
258,1707480912.8015983,0.0,50.0
259,1707480991.0751534,0.0,-150.0
260,1707481002.1359458,-10.0,0.0
261,1707481035.261398,0.0,100.0
262,1707481091.4380846,0.0,-50.0
263,1707481102.497963,10.0,0.0
264,1707481124.5813646,0.0,50.0
265,1707481180.7420447,0.0,-50.0
266,1707481191.7914145,10.0,0.0
267,1707481213.858791,0.0,50.0
268,1707481292.1407876,0.0,-150.0
269,1707481303.2070837,-10.0,0.0
270,1707481336.3369238,0.0,100.0
271,1707481392.5056803,0.0,-50.0
272,1707481403.5636604,10.0,0.0
273,1707481425.6434746,0.0,50.0
274,1707481503.9128678,0.0,-150.0
275,1707481514.9747813,10.0,0.0
276,1707481548.1116655,0.0,100.0
277,1707481604.2484293,0.0,-50.0
278,1707481615.3142056,10.0,0.0
279,1707481637.3941972,0.0,50.0
280,1707481693.5476925,0.0,-50.0
281,1707481704.6097035,10.0,0.0
282,1707481726.6918545,0.0,50.0
283,1707481804.980213,0.0,-150.0
284,1707481816.0433729,-10.0,0.0
285,1707481849.1750839,0.0,100.0
286,1707481905.3286917,0.0,-50.0
287,1707481916.3905704,10.0,0.0
288,1707481938.467672,0.0,50.0
289,1707482016.7101038,0.0,-150.0
290,1707482027.771888,-10.0,0.0
291,1707482060.9085124,0.0,100.0
292,1707482117.0663326,0.0,-50.0
293,1707482128.1325977,10.0,0.0
294,1707482150.2009895,0.0,50.0
295,1707482228.46426,0.0,-150.0
296,1707482239.524969,10.0,0.0
297,1707482283.7335052,0.0,150.0
298,1707482373.069695,0.0,-200.0
299,1707482384.123595,-10.0,0.0
300,1707482417.252566,0.0,100.0
301,1707482473.4045563,0.0,-50.0
302,1707482484.4575417,10.0,0.0
303,1707482517.616964,0.0,100.0
304,1707482606.9282482,0.0,-200.0
305,1707482617.9826374,-10.0,0.0
306,1707482651.1240416,0.0,100.0
307,1707482707.2934625,0.0,-50.0
308,1707482718.3481352,10.0,0.0
309,1707482751.4817555,0.0,100.0
310,1707482840.821487,0.0,-200.0
311,1707482851.8697298,-10.0,0.0
312,1707482884.9888003,0.0,100.0
313,1707482941.1463375,0.0,-50.0
314,1707482952.2079768,10.0,0.0
315,1707482985.3648634,0.0,100.0
316,1707483074.7413018,0.0,-200.0
317,1707483085.7902968,-10.0,0.0
318,1707483118.9228446,0.0,100.0
319,1707483175.0956252,0.0,-50.0
320,1707483186.1550646,10.0,0.0
321,1707483208.2269852,0.0,50.0
322,1707483286.4677138,0.0,-150.0
323,1707483297.5199733,-10.0,0.0
324,1707483330.6483395,0.0,100.0
325,1707483386.8194327,0.0,-50.0
326,1707483397.8727314,10.0,0.0
327,1707483430.9956794,0.0,100.0
328,1707483531.3777409,0.0,-250.0
329,1707483542.4324298,-10.0,0.0
330,1707483586.6247048,0.0,150.0
331,1707483664.9245203,0.0,-150.0
332,1707483675.9886708,-10.0,0.0
333,1707483709.1151414,0.0,100.0
334,1707483765.274689,0.0,-50.0
335,1707483776.3219945,10.0,0.0
336,1707483798.391428,0.0,50.0
337,1707483854.547692,0.0,-50.0
338,1707483865.5985227,10.0,0.0
339,1707483887.676701,0.0,50.0
340,1707483965.9437776,0.0,-150.0
341,1707483977.0054824,-10.0,0.0
342,1707484010.1353111,0.0,100.0
343,1707484066.3084795,0.0,-50.0
344,1707484077.3594465,10.0,0.0
345,1707484099.4370255,0.0,50.0
346,1707484177.770115,0.0,-150.0
347,1707484188.8195677,-10.0,0.0
348,1707484221.969296,0.0,100.0
349,1707484278.146786,0.0,-50.0
350,1707484289.21405,10.0,0.0
351,1707484322.367724,0.0,100.0
352,1707484411.665227,0.0,-200.0
353,1707484422.7155998,-10.0,0.0
354,1707484455.8662546,0.0,100.0
355,1707484512.0311222,0.0,-50.0
356,1707484523.0951707,10.0,0.0
357,1707484545.169222,0.0,50.0
358,1707484623.4560473,0.0,-150.0
359,1707484634.525675,-10.0,0.0
360,1707484667.6663008,0.0,100.0
361,1707484723.8257062,0.0,-50.0
362,1707484734.877414,10.0,0.0
363,1707484768.0009644,0.0,100.0
364,1707484868.382898,0.0,-250.0
365,1707484879.4285018,-10.0,0.0
366,1707484923.6170905,0.0,150.0
367,1707485001.873763,0.0,-150.0
368,1707485012.9266725,10.0,0.0
369,1707485057.0998533,0.0,150.0
370,1707485146.4296877,0.0,-200.0
371,1707485157.4744422,-10.0,0.0
372,1707485190.6038501,0.0,100.0
373,1707485246.732916,0.0,-50.0
374,1707485257.793777,10.0,0.0
375,1707485290.9466615,0.0,100.0
376,1707485380.2763565,0.0,-200.0
377,1707485391.345089,-10.0,0.0
378,1707485424.4946215,0.0,100.0
379,1707485480.6457176,0.0,-50.0
380,1707485491.7187867,10.0,0.0
381,1707485524.8457565,0.0,100.0
382,1707485614.250536,0.0,-200.0
383,1707485625.3095884,-10.0,0.0
384,1707485658.4276347,0.0,100.0
385,1707485756.1524026,0.0,-50.0
386,1707485767.211319,10.0,0.0
387,1707485789.2835448,0.0,50.0
388,1707485834.3759263,0.0,0.0
389,1707485845.4440477,10.0,0.0
390,1707485856.4693484,0.0,0.0
391,1707485934.7307663,0.0,-150.0
392,1707485945.7899551,-10.0,0.0
393,1707485989.9924982,0.0,150.0
394,1707486079.3006074,0.0,-200.0
395,1707486090.345434,-10.0,0.0
396,1707486123.4768908,0.0,100.0
397,1707486179.6373324,0.0,-50.0
398,1707486190.6977437,10.0,0.0
399,1707486223.8265815,0.0,100.0
400,1707486313.1580741,0.0,-200.0
401,1707486324.2148075,-10.0,0.0
402,1707486357.375094,0.0,100.0
403,1707486413.5271456,0.0,-50.0
404,1707486424.5786717,10.0,0.0
405,1707486457.712371,0.0,100.0
406,1707486547.0129406,0.0,-200.0
407,1707486558.0743296,-10.0,0.0
408,1707486591.192748,0.0,100.0
409,1707486647.3612595,0.0,-50.0
410,1707486658.4097939,10.0,0.0
411,1707486691.5465906,0.0,100.0
412,1707486780.8741243,0.0,-200.0
413,1707486791.9353328,-10.0,0.0
414,1707486825.05365,0.0,100.0
415,1707486881.2718716,0.0,-50.0
416,1707486892.3218944,10.0,0.0
417,1707486914.4035614,0.0,50.0
418,1707486992.6804512,0.0,-150.0
419,1707487003.7458646,10.0,0.0
420,1707487047.9348147,0.0,150.0
421,1707487137.2366953,0.0,-200.0
422,1707487148.3037477,-10.0,0.0
423,1707487192.4864187,0.0,150.0
424,1707487281.8195019,0.0,-200.0
425,1707487292.876747,-10.0,0.0
426,1707487326.0272331,0.0,100.0
427,1707487382.1925852,0.0,-50.0
428,1707487393.2427254,10.0,0.0
429,1707487426.3794513,0.0,100.0
430,1707487515.7071967,0.0,-200.0
431,1707487526.7575357,-10.0,0.0
432,1707487559.8805132,0.0,100.0
433,1707487616.0426805,0.0,-50.0
434,1707487627.1090481,10.0,0.0
435,1707487660.2321208,0.0,100.0
436,1707487749.5552592,0.0,-200.0
437,1707487760.6220443,-10.0,0.0
438,1707487793.7698498,0.0,100.0
439,1707487849.916249,0.0,-50.0
440,1707487860.9745326,10.0,0.0
441,1707487894.1235473,0.0,100.0
442,1707487983.4606838,0.0,-200.0
443,1707487994.520301,-10.0,0.0
444,1707488027.6539745,0.0,100.0
445,1707488083.8325946,0.0,-50.0
446,1707488094.8837137,10.0,0.0
447,1707488128.0152931,0.0,100.0
448,1707488217.3349173,0.0,-200.0
449,1707488228.3937998,-10.0,0.0
450,1707488261.5409396,0.0,100.0
451,1707488317.6823292,0.0,-50.0
452,1707488328.7496483,10.0,0.0
453,1707488350.8338063,0.0,50.0
454,1707488429.1269686,0.0,-150.0
455,1707488440.1986523,10.0,0.0
456,1707488484.4042878,0.0,150.0
457,1707488669.9512436,0.0,-200.0
458,1707488681.019463,-10.0,0.0
459,1707488725.2294874,0.0,150.0
460,1707488814.5366452,0.0,-200.0
461,1707488825.5941846,-10.0,0.0
462,1707488869.7969608,0.0,150.0
463,1707488959.1162326,0.0,-200.0
464,1707488970.1839015,-10.0,0.0
465,1707489014.3686967,0.0,150.0
466,1707489092.6322784,0.0,-150.0
467,1707489103.6950161,-10.0,0.0
468,1707489136.8030982,0.0,100.0
469,1707489192.963382,0.0,-50.0
470,1707489204.0235798,10.0,0.0
471,1707489226.1210556,0.0,50.0
472,1707489304.3981707,0.0,-150.0
473,1707489315.460935,-10.0,0.0
474,1707489359.635249,0.0,150.0
475,1707489448.948996,0.0,-200.0
476,1707489460.0086138,-10.0,0.0
477,1707489504.1983984,0.0,150.0
478,1707489593.5437474,0.0,-200.0
479,1707489604.5951588,-10.0,0.0
480,1707489648.7806218,0.0,150.0
481,1707489738.0780234,0.0,-200.0
482,1707489749.143751,10.0,0.0
483,1707489793.3283288,0.0,150.0
484,1707489871.5913057,0.0,-150.0
485,1707489882.6559978,-10.0,0.0
486,1707489926.8514524,0.0,150.0
487,1707490016.2184217,0.0,-200.0
488,1707490027.2694035,10.0,0.0
489,1707490071.4957447,0.0,150.0
490,1707490160.8920624,0.0,-200.0
491,1707490171.9454012,-10.0,0.0
492,1707490216.1370175,0.0,150.0
493,1707490305.4506023,0.0,-200.0
494,1707490316.5196357,10.0,0.0
495,1707490360.6859107,0.0,150.0
496,1707490450.016672,0.0,-200.0
497,1707490461.0739388,-10.0,0.0
498,1707490505.2355502,0.0,150.0
499,1707490583.5218558,0.0,-150.0
500,1707490594.576921,10.0,0.0
501,1707490627.6924055,0.0,100.0
502,1707490705.998254,0.0,-150.0
503,1707490717.0775642,-10.0,0.0
504,1707490761.3486283,0.0,150.0
505,1707490850.7367244,0.0,-200.0
506,1707490861.7902586,10.0,0.0
507,1707490905.9827278,0.0,150.0
508,1707490995.3024673,0.0,-200.0
509,1707491006.358659,-10.0,0.0
510,1707491050.5417662,0.0,150.0
511,1707491139.8576388,0.0,-200.0
512,1707491150.9144993,10.0,0.0
513,1707491195.1102335,0.0,150.0
514,1707491273.395728,0.0,-150.0
515,1707491284.4623744,-10.0,0.0
516,1707491328.6486874,0.0,150.0
517,1707491418.017218,0.0,-200.0
518,1707491429.0601797,10.0,0.0
519,1707491473.2325864,0.0,150.0
520,1707491562.5469081,0.0,-200.0
521,1707491573.604436,-10.0,0.0
522,1707491617.7907367,0.0,150.0
523,1707491707.1298428,0.0,-200.0
524,1707491718.1957343,10.0,0.0
525,1707491762.3906362,0.0,150.0
526,1707491840.6417036,0.0,-150.0
527,1707491851.7042136,-10.0,0.0
528,1707491884.8327496,0.0,100.0
529,1707491963.0836883,0.0,-150.0
530,1707491974.1371217,-10.0,0.0
531,1707492018.2970285,0.0,150.0
532,1707492107.6662261,0.0,-200.0
533,1707492118.7179916,10.0,0.0
534,1707492151.8549402,0.0,100.0
535,1707492207.999586,0.0,-50.0
536,1707492219.059457,10.0,0.0
537,1707492252.1946683,0.0,100.0
538,1707492341.5441024,0.0,-200.0
539,1707492352.611495,-10.0,0.0
540,1707492385.7401793,0.0,100.0
541,1707492441.8995814,0.0,-50.0
542,1707492452.9546714,10.0,0.0
543,1707492486.1069086,0.0,100.0
544,1707492575.4659972,0.0,-200.0
545,1707492586.5177238,-10.0,0.0
546,1707492608.6021614,0.0,50.0
547,1707492664.7817183,0.0,-50.0
548,1707492675.8414562,10.0,0.0
549,1707492708.9727235,0.0,100.0
550,1707492765.1415076,0.0,-50.0
551,1707492776.1965256,10.0,0.0
552,1707492787.2136786,0.0,0.0
553,1707492832.3050153,0.0,0.0
554,1707492843.355219,10.0,0.0
555,1707492865.4251647,0.0,50.0
556,1707492943.716019,0.0,-150.0
557,1707492954.8884542,10.0,0.0
558,1707492988.179418,0.0,100.0
559,1707493044.477679,0.0,-50.0
560,1707493055.5326,10.0,0.0
561,1707493088.6934817,0.0,100.0
562,1707493178.0573082,0.0,-200.0
563,1707493189.1195881,-10.0,0.0
564,1707493222.238794,0.0,100.0
565,1707493278.394625,0.0,-50.0
566,1707493289.4547153,10.0,0.0
567,1707493322.59307,0.0,100.0
568,1707493411.9151938,0.0,-200.0
569,1707493422.9703228,-10.0,0.0
570,1707493456.099734,0.0,100.0
571,1707493512.250328,0.0,-50.0
572,1707493523.3125558,10.0,0.0
573,1707493556.4429054,0.0,100.0
574,1707493645.7835224,0.0,-200.0
575,1707493656.8271852,-10.0,0.0
576,1707493689.9423933,0.0,100.0
577,1707493746.1199422,0.0,-50.0
578,1707493757.1813316,10.0,0.0
579,1707493790.3209646,0.0,100.0
580,1707493879.6831963,0.0,-200.0
581,1707493890.7433364,-10.0,0.0
582,1707493923.87674,0.0,100.0
583,1707493980.025291,0.0,-50.0
584,1707493991.093947,10.0,0.0
585,1707494013.1681066,0.0,50.0
586,1707494091.4335737,0.0,-150.0
587,1707494102.4882348,-10.0,0.0
588,1707494135.6077442,0.0,100.0
589,1707494191.7734995,0.0,-50.0
590,1707494202.8288658,10.0,0.0
591,1707494235.9424646,0.0,100.0
592,1707494325.3128033,0.0,-200.0
593,1707494336.3681746,-10.0,0.0
594,1707494369.501397,0.0,100.0
595,1707494425.6657262,0.0,-50.0
596,1707494436.7271044,10.0,0.0
597,1707494469.859452,0.0,100.0
598,1707494559.1896424,0.0,-200.0
599,1707494570.2567575,-10.0,0.0
600,1707494603.3850682,0.0,100.0
601,1707494659.5286958,0.0,-50.0
602,1707494670.5891159,10.0,0.0
603,1707494703.7340598,0.0,100.0
604,1707494793.0759034,0.0,-200.0
605,1707494804.136912,-10.0,0.0
606,1707494837.2442455,0.0,100.0
607,1707494893.4285128,0.0,-50.0
608,1707494904.4929907,10.0,0.0
609,1707494937.6121438,0.0,100.0
610,1707495026.9261477,0.0,-200.0
611,1707495037.9883049,-10.0,0.0
612,1707495071.1160965,0.0,100.0
613,1707495127.266229,0.0,-50.0
614,1707495138.3184338,10.0,0.0
615,1707495171.7446415,0.0,100.0
616,1707495262.0279543,0.0,-200.0
617,1707495273.0977259,-10.0,0.0
618,1707495306.4566793,0.0,100.0
619,1707495363.2507877,0.0,-50.0
620,1707495374.2994235,10.0,0.0
621,1707495407.424157,0.0,100.0
622,1707495496.7454648,0.0,-200.0
623,1707495507.8080678,-10.0,0.0
624,1707495540.9386528,0.0,100.0
625,1707495597.0830562,0.0,-50.0
626,1707495608.137675,10.0,0.0
627,1707495641.2670672,0.0,100.0
628,1707495730.6460862,0.0,-200.0
629,1707495741.76773,-10.0,0.0
630,1707495774.9798656,0.0,100.0
631,1707495831.6060321,0.0,-50.0
632,1707495842.7493906,10.0,0.0
633,1707495876.091419,0.0,100.0
634,1707495966.274581,0.0,-200.0
635,1707495977.508285,-10.0,0.0
636,1707496011.0788352,0.0,100.0
637,1707496067.7251577,0.0,-50.0
638,1707496078.8601463,10.0,0.0
639,1707496112.168025,0.0,100.0
640,1707496202.1579916,0.0,-200.0
641,1707496213.3468232,-10.0,0.0
642,1707496246.7976866,0.0,100.0
643,1707496303.6971276,0.0,-50.0
644,1707496315.0087972,10.0,0.0
645,1707496348.262186,0.0,100.0
646,1707496438.189963,0.0,-200.0
647,1707496449.249856,-10.0,0.0
648,1707496482.3876276,0.0,100.0
649,1707496538.5795743,0.0,-50.0
650,1707496549.6376548,10.0,0.0
651,1707496582.764475,0.0,100.0
652,1707496672.6019833,0.0,-200.0
653,1707496683.7202525,-10.0,0.0
654,1707496717.0230906,0.0,100.0
655,1707496774.072437,0.0,-50.0
656,1707496785.263649,10.0,0.0
657,1707496818.645087,0.0,100.0
658,1707496908.8394272,0.0,-200.0
659,1707496920.008111,-10.0,0.0
660,1707496964.1854596,0.0,150.0
661,1707497054.290617,0.0,-200.0
662,1707497065.6355305,-10.0,0.0
663,1707497110.2567616,0.0,150.0
664,1707497189.4832983,0.0,-150.0
665,1707497200.6919858,-10.0,0.0
666,1707497233.9657876,0.0,100.0
667,1707497279.77142,0.0,0.0
668,1707497290.9140732,10.0,0.0
669,1707497302.0236058,0.0,0.0
670,1707497380.676732,0.0,-150.0
671,1707497391.736628,-10.0,0.0
672,1707497435.9220881,0.0,150.0
673,1707497525.6502893,0.0,-200.0
674,1707497536.9719331,-10.0,0.0
675,1707497581.4964724,0.0,150.0
676,1707497660.3347921,0.0,-150.0
677,1707497671.566048,-10.0,0.0
678,1707497705.0035317,0.0,100.0
679,1707497783.8886845,0.0,-150.0
680,1707497795.5502102,10.0,0.0
681,1707497839.9977262,0.0,150.0
682,1707497931.209921,0.0,-200.0
683,1707497942.3695424,-10.0,0.0
684,1707497986.7551708,0.0,150.0
685,1707498065.6591234,0.0,-150.0
686,1707498076.7973015,10.0,0.0
687,1707498121.021375,0.0,150.0
688,1707498210.347291,0.0,-200.0
689,1707498221.3989804,-10.0,0.0
690,1707498265.5610054,0.0,150.0
691,1707498354.893366,0.0,-200.0
692,1707498365.9383574,10.0,0.0
693,1707498410.1225493,0.0,150.0
694,1707498488.4146266,0.0,-150.0
695,1707498499.4677243,-10.0,0.0
696,1707498532.609504,0.0,100.0
697,1707498610.8807993,0.0,-150.0
698,1707498621.9383123,10.0,0.0
699,1707498666.1422577,0.0,150.0
700,1707498755.4933558,0.0,-200.0
701,1707498766.5616884,-10.0,0.0
702,1707498810.7620685,0.0,150.0
703,1707498889.051673,0.0,-150.0
704,1707498900.1060836,10.0,0.0
705,1707498944.275069,0.0,150.0
706,1707499033.5754194,0.0,-200.0
707,1707499044.6410763,-10.0,0.0
708,1707499088.8137298,0.0,150.0
709,1707499178.1615956,0.0,-200.0
710,1707499189.228191,-10.0,0.0
711,1707499233.4009454,0.0,150.0
712,1707499322.7152786,0.0,-200.0
713,1707499333.7766283,10.0,0.0
714,1707499366.9049685,0.0,100.0
715,1707499423.0703309,0.0,-50.0
716,1707499434.130412,10.0,0.0
717,1707499467.2618985,0.0,100.0
718,1707499545.5220783,0.0,-150.0
719,1707499556.5659034,-10.0,0.0
720,1707499578.6416118,0.0,50.0
721,1707499634.7984612,0.0,-50.0
722,1707499645.8536115,10.0,0.0
723,1707499678.976229,0.0,100.0
724,1707499757.2461948,0.0,-150.0
