,time,min,avg,max,norm_factor
144,1707503136.1714532,0.617,0.80349,0.835,0.68187
145,1707503226.4567018,0.574,0.80048,0.835,0.68187
146,1707503361.2540157,0.429,0.63857,0.719,0.68187
147,1707503507.0243022,0.439,0.6636,0.748,0.68303
148,1707503641.417654,0.429,0.65274,0.762,0.68187
149,1707503786.9576268,0.482,0.67324,0.791,0.68665
150,1707503932.7651632,0.468,0.70762,0.825,0.68187
151,1707504067.529191,0.463,0.68651,0.806,0.6869500000000001
152,1707504213.744719,0.439,0.70249,0.83,0.68187
153,1707504359.6277893,0.381,0.68259,0.81,0.68755
154,1707504494.4385338,0.424,0.69224,0.825,0.68187
155,1707504639.9098508,0.371,0.6651,0.81,0.68755
156,1707504763.0630915,0.42,0.67264,0.825,0.68187
157,1707504897.9438312,0.357,0.66179,0.81,0.68725
158,1707505043.7158594,0.424,0.67324,0.82,0.68187
159,1707505178.8020854,0.357,0.66661,0.801,0.68755
160,1707505324.9342558,0.434,0.67596,0.801,0.68187
161,1707505470.8361583,0.386,0.70973,0.82,0.68393
162,1707505605.809685,0.434,0.68651,0.786,0.68187
163,1707505752.081326,0.362,0.71003,0.81,0.68333
164,1707505886.746645,0.671,0.81405,0.854,0.68187
165,1707505977.17913,0.661,0.80711,0.844,0.68303
166,1707506067.1848412,0.589,0.81947,0.849,0.68187
167,1707506157.4468806,0.651,0.80199,0.835,0.68815
168,1707506248.0778093,0.613,0.8041,0.844,0.68187
169,1707506338.247466,0.26,0.63616,0.719,0.68755
170,1707506462.0391095,0.651,0.81465,0.854,0.68187
171,1707506552.2626653,0.622,0.79264,0.839,0.68755
172,1707506642.1889172,0.299,0.61204,0.733,0.68187
173,1707506765.557493,0.656,0.80078,0.835,0.68574
174,1707506867.524958,0.304,0.62199,0.733,0.68187
175,1707507002.4796083,0.666,0.80319,0.835,0.68574
176,1707507104.0454895,0.314,0.6247,0.738,0.68187
177,1707507250.447763,0.299,0.64822,0.733,0.6863400000000001
178,1707507372.8963945,0.627,0.80832,0.844,0.68187
179,1707507462.2304122,0.352,0.64581,0.733,0.68604
180,1707507584.7096646,0.661,0.81556,0.849,0.68187
181,1707507673.9851959,0.637,0.79988,0.835,0.68725
182,1707507763.2746606,0.666,0.79535,0.83,0.68187
183,1707507852.6039956,0.376,0.63194,0.733,0.68187
184,1707507986.087556,0.463,0.65606,0.762,0.68187
185,1707508130.6887264,0.429,0.65395,0.767,0.68423
186,1707508253.1540682,0.632,0.80681,0.849,0.68187
187,1707508342.4600554,0.41,0.65033,0.743,0.6851400000000001
188,1707508464.9126546,0.661,0.81284,0.849,0.68187
189,1707508554.2110481,0.637,0.79897,0.835,0.68544
190,1707508643.5120564,0.666,0.79566,0.835,0.68187
191,1707508732.8217425,0.4,0.63194,0.714,0.68187
192,1707508866.3534167,0.41,0.64912,0.724,0.68187
193,1707509010.9127276,0.42,0.65304,0.743,0.6836300000000001
194,1707509133.3686285,0.642,0.80681,0.839,0.68187
195,1707509222.6630738,0.593,0.79475,0.83,0.68333
196,1707509311.9658177,0.41,0.63224,0.704,0.68187
197,1707509445.480031,0.453,0.66812,0.743,0.68187
198,1707509590.0665576,0.434,0.65877,0.762,0.68187
199,1707509723.5515566,0.42,0.68591,0.801,0.6863400000000001
200,1707509868.1088417,0.449,0.70098,0.815,0.68187
201,1707509990.5598269,0.391,0.67415,0.801,0.68604
202,1707510124.0800552,0.405,0.68922,0.81,0.68187
203,1707510268.6637912,0.391,0.73143,0.83,0.68243
204,1707510402.1941342,0.4,0.69706,0.801,0.68187
205,1707510546.7700038,0.338,0.71154,0.82,0.68187
206,1707510669.2665355,0.651,0.79656,0.844,0.68187
207,1707510802.7834358,0.338,0.64882,0.796,0.68187
208,1707510947.3287683,0.386,0.67566,0.796,0.68187
209,1707511080.8527262,0.304,0.69495,0.82,0.68333
210,1707511225.392759,0.444,0.67777,0.791,0.68187
211,1707511358.897492,0.294,0.69767,0.82,0.6836300000000001
212,1707511503.4484322,0.449,0.67686,0.781,0.68187
213,1707511648.0076544,0.299,0.67777,0.796,0.68187
214,1707511770.4661937,0.56,0.80621,0.849,0.68187
215,1707511859.7676673,0.526,0.78721,0.844,0.68187
216,1707511982.2507071,0.622,0.81405,0.844,0.68187
217,1707512071.5771427,0.656,0.79958,0.83,0.68243
218,1707512160.867685,0.622,0.80349,0.839,0.68187
219,1707512250.1850932,0.251,0.62681,0.728,0.6851400000000001
220,1707512372.6535132,0.675,0.80922,0.844,0.68187
221,1707512461.948696,0.637,0.79083,0.83,0.6836300000000001
222,1707512551.220041,0.671,0.7854,0.82,0.68187
223,1707512684.7634916,0.376,0.61505,0.695,0.68423
224,1707512829.3231483,0.289,0.61174,0.724,0.68187
225,1707512951.791672,0.637,0.79324,0.825,0.68243
226,1707513052.1480172,0.304,0.62138,0.714,0.68187
227,1707513185.8686705,0.651,0.79656,0.825,0.68333
228,1707513287.0554526,0.367,0.6253,0.728,0.68187
229,1707513421.7178445,0.671,0.79897,0.83,0.68393
230,1707513523.4844065,0.41,0.62319,0.728,0.68187
231,1707513669.124523,0.429,0.64882,0.728,0.6836300000000001
232,1707513792.404917,0.617,0.80289,0.844,0.68187
233,1707513882.3045032,0.42,0.644,0.728,0.68333
234,1707514005.9737206,0.671,0.81103,0.844,0.68187
235,1707514096.3213263,0.632,0.79415,0.83,0.68393
236,1707514186.2999542,0.68,0.78872,0.83,0.68187
237,1707514253.896832,0.41,0.62169,0.724,0.68187
238,1707514388.4767323,0.42,0.6244,0.738,0.68187
239,1707514534.4455373,0.434,0.65274,0.733,0.6836300000000001
240,1707514658.0089526,0.661,0.80953,0.844,0.68187
241,1707514747.868355,0.608,0.79204,0.82,0.6836300000000001
242,1707514838.3973124,0.415,0.62711,0.704,0.68187
243,1707514973.0484293,0.415,0.65123,0.733,0.68187
244,1707515118.928355,0.458,0.66993,0.757,0.68187
245,1707515254.0406563,0.4,0.67143,0.791,0.68393
246,1707515399.772127,0.391,0.6838,0.791,0.68187
247,1707515545.856457,0.502,0.72721,0.815,0.68187
248,1707515680.4903667,0.4,0.67988,0.781,0.68187
249,1707515826.3422818,0.386,0.70852,0.81,0.68187
250,1707515972.7844803,0.396,0.73174,0.82,0.68187
251,1707516107.4987001,0.265,0.70671,0.815,0.68393
252,1707516252.9819188,0.294,0.70219,0.825,0.68187
253,1707516398.4072316,0.304,0.66269,0.81,0.68187
254,1707516533.3290732,0.289,0.67535,0.83,0.68187
255,1707516679.7806468,0.323,0.68169,0.815,0.68187
256,1707516825.359113,0.391,0.67596,0.801,0.68187
257,1707516959.8252578,0.328,0.68319,0.801,0.68187
258,1707517105.4079542,0.338,0.68078,0.82,0.68187
259,1707517251.5514517,0.429,0.67958,0.801,0.68187
260,1707517374.9618,0.622,0.81073,0.849,0.68187
261,1707517464.9560223,0.569,0.79445,0.835,0.6827300000000001
262,1707517554.9978318,0.424,0.67445,0.767,0.68187
263,1707517678.5484805,0.603,0.80349,0.839,0.68187
264,1707517768.6596026,0.646,0.80621,0.839,0.68187
265,1707517858.4877954,0.646,0.79324,0.83,0.68187
266,1707517993.3877928,0.415,0.65244,0.743,0.6821200000000001
267,1707518139.458553,0.41,0.65154,0.748,0.68187
268,1707518263.1134386,0.632,0.80561,0.839,0.68187
269,1707518353.0836809,0.642,0.79385,0.83,0.68187
270,1707518443.3897111,0.415,0.65787,0.753,0.68187
271,1707518578.0457036,0.444,0.66902,0.757,0.68187
272,1707518724.0262687,0.396,0.68138,0.781,0.6827300000000001
273,1707518858.8681245,0.666,0.81133,0.839,0.68187
274,1707518960.284592,0.376,0.68048,0.786,0.68187
275,1707519083.5943935,0.55,0.79958,0.835,0.68187
276,1707519173.6915512,0.598,0.79475,0.835,0.68187
277,1707519308.4884777,0.429,0.66299,0.767,0.68187
278,1707519454.2310598,0.371,0.67867,0.791,0.68333
279,1707519577.7883456,0.55,0.80048,0.835,0.68187
280,1707519667.8221836,0.598,0.79324,0.835,0.68187
281,1707519802.3734798,0.439,0.67053,0.753,0.68187
282,1707519948.3608677,0.381,0.66721,0.791,0.68333
283,1707520071.8474882,0.555,0.80259,0.835,0.68187
284,1707520162.0545583,0.603,0.79355,0.835,0.68187
285,1707520296.5503716,0.449,0.67626,0.757,0.68187
286,1707520442.5306017,0.391,0.67415,0.767,0.68423
287,1707520566.5401666,0.608,0.80259,0.839,0.68187
288,1707520657.0657935,0.632,0.79113,0.83,0.68187
289,1707520791.9518423,0.458,0.66269,0.757,0.68187
290,1707520937.742226,0.4,0.66299,0.777,0.68333
291,1707521072.770315,0.41,0.69706,0.81,0.68187
292,1707521218.621657,0.415,0.72028,0.839,0.6836300000000001
293,1707521364.2688353,0.41,0.70038,0.82,0.68187
294,1707521510.1123333,0.314,0.67777,0.796,0.68187
295,1707521645.3066878,0.415,0.70339,0.82,0.68187
296,1707521790.8733208,0.294,0.67686,0.801,0.6827300000000001
297,1707521936.4542453,0.42,0.67204,0.82,0.68187
298,1707522070.9242039,0.309,0.66329,0.806,0.68243
299,1707522216.4890792,0.424,0.66812,0.825,0.68187
300,1707522361.8579352,0.318,0.67113,0.806,0.68187
301,1707522496.4288347,0.424,0.67053,0.81,0.68187
302,1707522641.9431808,0.294,0.7043,0.835,0.68393
303,1707522787.9128406,0.42,0.68108,0.791,0.68187
304,1707522934.2818346,0.314,0.70581,0.825,0.68187
305,1707523058.0345016,0.651,0.80983,0.839,0.68187
306,1707523148.158026,0.671,0.79566,0.83,0.6827300000000001
307,1707523238.9619381,0.396,0.65184,0.762,0.68187
308,1707523373.432472,0.342,0.68229,0.777,0.68333
309,1707523508.4152453,0.646,0.81254,0.844,0.68187
310,1707523609.393747,0.347,0.67897,0.777,0.68333
311,1707523744.8668008,0.646,0.81314,0.844,0.68187
312,1707523846.2866716,0.342,0.68048,0.777,0.68333
313,1707523980.7739155,0.656,0.81465,0.849,0.68187
314,1707524081.9562914,0.342,0.68772,0.781,0.68393
315,1707524216.7147224,0.656,0.81405,0.844,0.68187
316,1707524318.4136894,0.347,0.69103,0.781,0.68303
317,1707524453.9799855,0.661,0.81525,0.844,0.68187
318,1707524555.0694528,0.429,0.70128,0.781,0.6827300000000001
319,1707524689.5060358,0.661,0.81344,0.844,0.68187
320,1707524791.2883801,0.458,0.68741,0.786,0.68243
321,1707524925.9786816,0.661,0.81405,0.849,0.68187
322,1707525027.2765625,0.458,0.69103,0.781,0.68187
323,1707525162.4879017,0.666,0.81405,0.849,0.68187
324,1707525263.8885353,0.453,0.68862,0.781,0.68187
325,1707525398.5185025,0.671,0.81375,0.844,0.68187
326,1707525500.1623437,0.458,0.68591,0.781,0.68187
327,1707525634.8814428,0.675,0.81344,0.849,0.68187
328,1707525735.9201427,0.453,0.69254,0.786,0.68187
329,1707525870.572791,0.671,0.81344,0.849,0.68187
330,1707525972.0999417,0.449,0.6844,0.786,0.68187
331,1707526118.4471655,0.4,0.70219,0.796,0.68187
332,1707526253.0907085,0.453,0.7236,0.806,0.68187
333,1707526398.6345503,0.54,0.73837,0.806,0.68187
334,1707526544.1954956,0.415,0.73777,0.83,0.68243
335,1707526690.5886495,0.478,0.74078,0.81,0.68187
336,1707526836.5123162,0.598,0.80018,0.844,0.68187
337,1707526926.291724,0.473,0.72721,0.81,0.68187
338,1707527072.5114095,0.545,0.79807,0.844,0.68187
339,1707527162.7858374,0.391,0.73475,0.815,0.68187
340,1707527308.8483,0.27,0.704,0.801,0.68187
341,1707527456.0034492,0.42,0.79324,0.835,0.68187
342,1707527546.432608,0.27,0.68169,0.801,0.68187
343,1707527692.359231,0.41,0.79385,0.839,0.68187
344,1707527826.874929,0.275,0.68289,0.806,0.68187
345,1707527973.2087283,0.304,0.70068,0.815,0.68187
346,1707528118.8917766,0.285,0.68289,0.796,0.68187
347,1707528264.504857,0.289,0.70008,0.81,0.68187
348,1707528410.0116603,0.468,0.80561,0.849,0.68187
349,1707528500.5162468,0.289,0.69194,0.806,0.68187
350,1707528646.510699,0.347,0.72872,0.835,0.68187
351,1707528792.7501144,0.564,0.79355,0.839,0.68187
352,1707528916.0951345,0.613,0.79746,0.835,0.68187
353,1707529006.356453,0.651,0.79988,0.835,0.68187
354,1707529141.1166036,0.396,0.67686,0.767,0.68187
355,1707529276.0988991,0.675,0.80561,0.839,0.68187
356,1707529377.2950387,0.386,0.66088,0.757,0.68187
357,1707529512.097069,0.666,0.80561,0.839,0.68187
358,1707529613.667016,0.391,0.67867,0.762,0.68187
359,1707529748.1523278,0.661,0.80681,0.839,0.68187
360,1707529849.5722344,0.386,0.68138,0.767,0.68187
361,1707529984.3765194,0.646,0.8053,0.839,0.68187
362,1707530074.9728599,0.666,0.79053,0.825,0.68187
363,1707530164.888938,0.41,0.6645,0.743,0.68187
364,1707530310.9425685,0.424,0.66721,0.757,0.68187
365,1707530434.593167,0.637,0.8047,0.839,0.68187
366,1707530525.4620607,0.661,0.78963,0.825,0.68187
367,1707530615.6113677,0.511,0.66782,0.757,0.68187
368,1707530765.8121555,0.429,0.67596,0.772,0.68187
369,1707530888.9813612,0.637,0.80349,0.844,0.68187
370,1707530978.835686,0.651,0.7854,0.825,0.68187
371,1707531113.8851907,0.473,0.66932,0.762,0.68187
372,1707531259.7578573,0.449,0.68892,0.781,0.68187
373,1707531394.8792052,0.666,0.80772,0.844,0.68187
374,1707531497.699695,0.434,0.67927,0.767,0.68187
375,1707531632.9809005,0.656,0.80591,0.839,0.68187
376,1707531723.632538,0.675,0.79143,0.825,0.68187
377,1707531813.8753607,0.468,0.67837,0.757,0.68187
378,1707531960.1749146,0.453,0.6841,0.786,0.68187
379,1707532094.9317842,0.405,0.68319,0.781,0.68187
380,1707532240.9572916,0.391,0.70792,0.806,0.68187
381,1707532386.9263504,0.478,0.74651,0.81,0.68187
382,1707532532.691019,0.424,0.73475,0.825,0.68187
383,1707532678.5441065,0.4,0.72993,0.815,0.68187
384,1707532824.3669143,0.265,0.71154,0.806,0.68187
385,1707532970.1336706,0.352,0.72571,0.815,0.68187
386,1707533115.944733,0.256,0.69917,0.801,0.68187
387,1707533261.642071,0.304,0.68651,0.82,0.68187
388,1707533407.7981632,0.26,0.68078,0.806,0.68187
389,1707533554.1737716,0.304,0.70641,0.815,0.68187
390,1707533700.2060695,0.27,0.68319,0.801,0.68187
391,1707533846.4004276,0.299,0.71063,0.806,0.68187
392,1707533992.356163,0.304,0.73777,0.83,0.68187
393,1707534137.9788795,0.323,0.68591,0.801,0.68187
394,1707534283.9177756,0.304,0.72993,0.83,0.68187
395,1707534418.2643137,0.651,0.80922,0.844,0.68187
396,1707534508.4837604,0.622,0.79324,0.83,0.68187
397,1707534598.293515,0.381,0.70219,0.777,0.68187
398,1707534744.2773607,0.299,0.69043,0.791,0.68187
399,1707534890.6141472,0.328,0.69314,0.796,0.68187
400,1707535036.8866103,0.371,0.72601,0.82,0.68187
401,1707535182.839054,0.285,0.70852,0.801,0.68187
402,1707535328.772981,0.41,0.73445,0.825,0.68187
403,1707535463.3601973,0.671,0.80711,0.835,0.68187
404,1707535553.8678622,0.637,0.79927,0.835,0.68187
405,1707535644.230998,0.661,0.79324,0.835,0.68187
406,1707535789.9402256,0.396,0.6636,0.753,0.68187
407,1707535935.6272502,0.285,0.69043,0.777,0.68187
408,1707536081.2119765,0.333,0.69706,0.786,0.68187
409,1707536226.9030144,0.424,0.73204,0.815,0.68187
410,1707536361.284344,0.675,0.80319,0.839,0.68187
411,1707536462.8743908,0.304,0.67505,0.781,0.68187
412,1707536619.7828772,0.342,0.70973,0.786,0.68187
413,1707536765.5292134,0.347,0.73566,0.815,0.68187
414,1707536911.7291098,0.323,0.71907,0.806,0.68187
415,1707537057.3687649,0.338,0.72872,0.82,0.68187
416,1707537214.3408082,0.637,0.79686,0.835,0.68187
417,1707537304.7197857,0.328,0.67294,0.767,0.68187
418,1707537451.0303056,0.328,0.70581,0.801,0.68187
419,1707537596.985426,0.347,0.71757,0.825,0.68187
420,1707537742.8077388,0.333,0.70942,0.81,0.68187
421,1707537899.8525093,0.579,0.79415,0.839,0.68187
422,1707538045.6501663,0.338,0.70731,0.81,0.68187
423,1707538191.6851876,0.342,0.70219,0.83,0.68187
424,1707538337.4242725,0.342,0.70098,0.796,0.68187
425,1707538494.6723082,0.579,0.79475,0.839,0.68187
426,1707538641.201511,0.347,0.69013,0.801,0.68187
427,1707538787.2397733,0.328,0.68741,0.835,0.68187
428,1707538944.1216626,0.656,0.79264,0.83,0.68187
429,1707539034.08757,0.352,0.66329,0.777,0.68187
430,1707539179.912206,0.342,0.68741,0.81,0.68187
431,1707539337.023856,0.622,0.79626,0.839,0.68187
432,1707539427.17819,0.357,0.67083,0.781,0.68187
433,1707539584.6108146,0.671,0.80018,0.839,0.68187
434,1707539674.667886,0.41,0.67656,0.781,0.68187
435,1707539831.6274652,0.666,0.80138,0.839,0.68187
436,1707539921.569761,0.608,0.7854,0.825,0.68187
437,1707540067.307125,0.434,0.67385,0.777,0.68187
438,1707540223.8111863,0.603,0.78691,0.83,0.68187
439,1707540369.6819038,0.434,0.68772,0.781,0.68187
440,1707540526.8022423,0.608,0.79113,0.83,0.68187
441,1707540672.4658952,0.424,0.67083,0.781,0.68187
442,1707540829.6207418,0.617,0.79204,0.835,0.68187
443,1707540920.156693,0.424,0.67385,0.786,0.68187
444,1707541077.2764995,0.617,0.79204,0.83,0.68187
445,1707541167.7828534,0.371,0.67777,0.772,0.68187
446,1707541324.8409038,0.622,0.79324,0.83,0.68187
447,1707541415.3817537,0.304,0.685,0.777,0.68187
448,1707541572.0222948,0.622,0.79053,0.83,0.68187
449,1707541717.9052463,0.299,0.67174,0.781,0.68187
450,1707541875.055153,0.617,0.78601,0.825,0.68187
451,1707542020.609909,0.294,0.67988,0.777,0.68187
452,1707542177.2151725,0.338,0.71093,0.781,0.68187
453,1707542334.3012276,0.651,0.80229,0.839,0.68187
454,1707542424.9385548,0.328,0.71576,0.791,0.68187
455,1707542581.7959754,0.617,0.79988,0.839,0.68187
456,1707542671.9240212,0.328,0.71033,0.791,0.68187
457,1707542828.732571,0.579,0.79596,0.844,0.68187
458,1707542985.7328389,0.666,0.79927,0.835,0.68187
459,1707543076.282798,0.627,0.7839,0.825,0.68187
460,1707543222.0718358,0.41,0.67143,0.743,0.68187
461,1707543379.206796,0.289,0.68169,0.791,0.68187
462,1707543536.0602665,0.603,0.77787,0.825,0.68187
463,1707543682.3388064,0.289,0.66269,0.767,0.68187
464,1707543861.8324668,0.342,0.69224,0.796,0.68187
465,1707544030.0285723,0.671,0.80108,0.835,0.68187
466,1707544120.4293122,0.598,0.78269,0.825,0.68187
467,1707544288.7815626,0.294,0.68741,0.777,0.68187
468,1707544457.2248027,0.236,0.69586,0.786,0.68187
469,1707544613.7952325,0.642,0.79656,0.835,0.68187
470,1707544704.0483932,0.294,0.67355,0.791,0.68187
471,1707544861.6179976,0.584,0.79264,0.839,0.68187
472,1707545007.596828,0.314,0.67626,0.796,0.68187
473,1707545186.4497862,0.347,0.685,0.82,0.68187
474,1707545354.3867598,0.671,0.79204,0.83,0.68187
475,1707545444.7967033,0.405,0.68591,0.777,0.68187
476,1707545601.528034,0.232,0.6844,0.781,0.68187
477,1707545758.4739354,0.622,0.79656,0.835,0.68187
478,1707545848.9333313,0.289,0.67535,0.777,0.68187
479,1707546006.4748278,0.347,0.69917,0.796,0.68187
